spare_x_wlmax,total_footprint_ratio,cross_dim_pressure_count
-539933.3332295,3.759333333333333,0
1965773.3329552999,2.687333333333333,0
2329210.0,2.167333333333333,0
1816533.332984,2.546666666666667,0
2829839.9994558,2.2306666666666666,0
3560625.0,1.2586666666666666,0
3671026.6659607,1.8106666666666666,0
1528020.0,2.6333333333333333,0
3193875.0,1.6173333333333333,0
500800.0,3.0766666666666667,0
1816100.0,2.6146666666666665,0
1971552.9171611,2.594,0
1830010.0,2.4873333333333334,0
-224639.9999568,3.712,0
3091027.5,1.4633333333333334,0
1871653.3329734,2.394,0
2820960.0,2.0813333333333333,0
2548960.0,2.268,0
2564900.0,1.682,0
1175373.3331072999,2.904,0
1692800.0,2.5566666666666666,0
728250.0,3.0073333333333334,0
4050799.999221,1.4066666666666667,0
1227199.9997639998,2.8026666666666666,0
4077360.0,0.7606666666666667,0
4134611.25,0.8973333333333333,0
1756625.0,2.506666666666667,0
3549777.9165307903,0.29133333333333333,0
835466.666506,3.2506666666666666,0
4066375.0,0.8733333333333333,0
82880.0,3.578,0
-335746.6666021,3.75,0
1139839.9997808,2.9013333333333335,0
2213400.0,2.244666666666667,0
1874253.3329729,2.61,0
2563426.6661737,2.1166666666666667,0
2727040.0,2.2813333333333334,0
2259053.3328989,2.466,0
1873440.0,2.3506666666666667,0
2208125.0,2.3226666666666667,0
2078439.9996002999,2.6006666666666667,0
1332223.7503341,2.731333333333333,0
3144960.0,1.78,0
3039360.0,1.9446666666666668,0
1542493.3330367,2.566666666666667,0
2213119.9995744,2.2006666666666668,0
2114146.6662601,2.5353333333333334,0
1523946.6663736,2.694,0
2312613.3328886,2.3986666666666667,0
1768346.6663266,2.8226666666666667,0
2477280.0,2.032,0
1686533.333009,2.582666666666667,0
1516493.3330416998,2.6446666666666667,0
2777839.9994658,2.2946666666666666,0
2767613.3328011,2.1073333333333335,0
2007199.9996139999,2.288,0
2293440.0,2.21,0
697280.0,3.258,0
1814080.0,2.514,0
1892799.999636,2.482666666666667,0
2627213.3328281,2.191333333333333,0
2494560.0,2.1033333333333335,0
1961613.3329560999,2.5113333333333334,0
-400399.999923,3.8973333333333335,0
809466.666511,3.1533333333333333,0
3846786.6659268998,1.6253333333333333,0
2566698.75,1.7546666666666666,0
2990080.0,2.086,0
3610282.5,1.1886666666666668,0
753653.3331884,3.010666666666667,0
1426533.3330589999,2.763333333333333,0
284093.3332787,3.308666666666667,0
583613.3332210999,3.0726666666666667,0
2779746.6661321,2.215333333333333,0
2284320.0,2.406,0
1569879.9996981,2.9593333333333334,0
1525351.6670492,2.9093333333333335,0
1506613.3330436,2.592,0
2158375.0,2.254,0
