two_dim_large_share,spare_x_p90long,cube_item_share
0.06666666666666667,1993.16,0.13333333333333333
0.0,13977.099999999999,0.0
0.058823529411764705,-1930.1333333333332,0.11764705882352941
0.5,18301.53,0.25
0.06666666666666667,377.0,0.13333333333333333
0.08333333333333333,3236.71,0.0
0.2222222222222222,12501.539999999999,0.3333333333333333
0.1111111111111111,7637.333333333333,0.0
0.16666666666666666,7966.933333333333,0.25
0.0,10697.76,0.0
0.125,9228.136666666665,0.125
0.2,13365.5,0.2
0.125,8691.55,0.375
0.06666666666666667,4849.6,0.26666666666666666
0.125,1299.7333333333333,0.25
0.0,12451.706666666667,0.4444444444444444
0.25,12436.356666666667,0.125
0.1111111111111111,9978.243333333334,0.1111111111111111
0.18181818181818182,7709.866666666667,0.2727272727272727
0.21428571428571427,2340.775,0.21428571428571427
0.15384615384615385,3370.6666666666665,0.23076923076923078
0.14285714285714285,13542.693333333335,0.14285714285714285
0.2,7892.8550000000005,0.1
0.1,8721.093333333332,0.3
0.14285714285714285,13287.466666666667,0.14285714285714285
0.15384615384615385,4447.133333333333,0.23076923076923078
0.25,17921.951666666668,0.25
0.25,15046.88,0.0
0.07142857142857142,1792.5333333333333,0.14285714285714285
0.2857142857142857,14157.026666666667,0.14285714285714285
0.08333333333333333,4083.65,0.16666666666666666
0.2222222222222222,11638.619999999999,0.1111111111111111
0.1111111111111111,6979.733333333334,0.0
0.16666666666666666,8624.533333333333,0.25
0.16666666666666666,11360.0,0.0
0.13333333333333333,4244.266666666666,0.2
0.0,14537.12,0.0
0.1875,694.4,0.1875
0.13333333333333333,-255.46666666666667,0.13333333333333333
0.16666666666666666,15364.116666666669,0.16666666666666666
0.15384615384615385,2061.3333333333335,0.15384615384615385
0.125,13796.863333333333,0.125
0.2,4931.733333333334,0.0
0.2857142857142857,9312.0,0.0
0.07142857142857142,6115.296666666666,0.21428571428571427
0.13333333333333333,2742.4,0.2
0.06666666666666667,4732.266666666666,0.4
0.0,9249.615,0.1
0.0,9042.67,0.4
0.0,6050.208333333334,0.35714285714285715
0.0,8938.766666666666,0.18181818181818182
0.0,5466.89,0.2
0.0,9058.005000000001,0.16666666666666666
0.09090909090909091,7774.666666666666,0.09090909090909091
0.125,10144.575,0.5
0.07142857142857142,3357.655,0.2857142857142857
0.0,6649.3,0.07142857142857142
0.0,6963.839999999999,0.08333333333333333
0.0,11532.539999999999,0.125
0.1111111111111111,8869.77,0.1111111111111111
0.0,12232.366666666667,0.125
0.0,9687.0,0.18181818181818182
0.0,8022.0,0.36363636363636365
0.0,13065.035,0.125
0.08333333333333333,5341.509999999999,0.3333333333333333
0.125,10976.571666666667,0.125
0.0,8500.8,0.09090909090909091
0.1111111111111111,9138.810000000001,0.1111111111111111
0.0,9244.5,0.36363636363636365
0.0,9157.165,0.1
0.0,10686.0,0.36363636363636365
0.0,5804.046666666667,0.15384615384615385
0.0,6405.12,0.15384615384615385
0.0,13815.23,0.5
0.0,7883.1,0.36363636363636365
0.07692307692307693,5866.370000000001,0.07692307692307693
0.0,10163.63,0.1
0.0,12851.599999999999,0.0
0.0,12003.623333333335,0.1111111111111111
0.0,8749.3,0.18181818181818182
0.0,6728.343333333334,0.3076923076923077
0.0,9744.0,0.09090909090909091
