spare_cap_x_wl_total,spare_cap_x_sku_counts,spare_cap_sq,hH_x_lL,big_piece_share
18369166.66604,188000,353440000,0.07486111091388889,0.2
12855399.996219,124773,128663649,0.10228650159683196,0.36363636363636365
17833700.0,205280,421398784,0.06649999999999999,0.0
15846696.6672924,206492,352387984,0.0726354452312213,0.0
12883806.25,125279,129709321,0.09481175385491276,0.36363636363636365
15982560.0,161440,260628736,0.0766666666,0.1
15717770.8327682,169540,287438116,0.10193333326000001,0.3
15735791.66609,173000,299290000,0.09100000014,0.3
17128859.9994288,188496,293642496,0.06604224072139578,0.18181818181818182
15355112.5,188986,728892004,0.08962585021938775,0.14285714285714285
13542943.75,133620,123988225,0.08638888880000001,0.25
15030612.499122301,184317,693321561,0.09112244902517008,0.14285714285714285
16743374.994465,199260,275726025,0.07773148149907406,0.16666666666666666
18503842.5008019,240570,578739249,0.0726666666,0.1
15423906.666062402,163152,328624384,0.08376543221049382,0.1111111111111111
12829162.5,134771,107474689,0.074457593534714,0.15384615384615385
15558370.832503002,174370,620508100,0.1088435375755102,0.2857142857142857
10145604.169675,108300,81450625,0.0984375,0.25
8993552.5,87564,53246209,0.10667438247561728,0.4166666666666667
8402291.25,84098,36084049,0.08236394560034013,0.2857142857142857
11202574.163066,108020,116683204,0.11116666659,0.4
8817013.3346592,79552,1582130176,0.07784722211111111,0.0
14526356.25,156849,203319081,0.08902203857947659,0.18181818181818182
13944474.171097,146201,176650681,0.10152663004912764,0.18181818181818182
13160555.420727,146172,148376761,0.08347608033780865,0.16666666666666666
16307268.328028,175076,253319056,0.08582644632355373,0.18181818181818182
5489475.0,82860,1716444900,0.056527777613888885,0.0
15191388.338308,164164,222725776,0.073939394,0.18181818181818182
15857332.495407,165348,189860841,0.06794753086219135,0.16666666666666666
14837968.749466501,144045,256160025,0.09629629634814815,0.3333333333333333
12859722.5,142490,203034001,0.10168888882611112,0.3
15831887.499426901,154737,295599249,0.09053497946502058,0.3333333333333333
17305672.494807,202527,242705241,0.0683563445539119,0.07692307692307693
14304451.662156,162384,183115024,0.08126736102500001,0.08333333333333333
15434031.25,146025,263250625,0.10592592611296296,0.3333333333333333
16845149.994876,184464,236298384,0.07670138882361112,0.16666666666666666
-1007325.0,-10560,435600,0.0903103296482639,0.25
20489068.75,232317,666310969,0.06511659803895747,0.1111111111111111
17692927.5,186856,545549449,0.07467013895486112,0.25
-2914809.5827470003,-29903,3094081,0.0799923104502499,0.23529411764705882
16441599.999283202,172032,462422016,0.10208333340624999,0.25
8707440.001226401,73584,1353651264,0.1168055556361111,0.5
16925549.999361303,172449,367143921,0.07700274344355282,0.2222222222222222
